ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches,Player_URL,Image_URL,Photo_Local
218,Alexis Flips,fr FRA,MF,Reims,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,2.09,0.0,2.09,2.09,2.09,Matches,https://fbref.com/en/players/caef7840/Alexis-Flips,https://fbref.com/req/202302030/images/headshots/caef7840_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Alexis_Flips.jpg
219,Alessandro Florenzi,it ITA,"DF,MF",Paris Saint-Germain,29,1991,21,18,"1,538",17.1,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches,https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi,https://fbref.com/req/202302030/images/headshots/e288d4b3_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Alessandro_Florenzi.jpg
220,Mamadou Fofana,ml MLI,"MF,DF",Metz,22,1998,16,11,"1,070",11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4c4ffacc/Mamadou-Fofana,https://fbref.com/req/202302030/images/headshots/4c4ffacc_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Mamadou_Fofana.jpg
221,Seko Fofana,ci CIV,MF,Lens,25,1995,30,25,"2,309",25.7,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,Matches,https://fbref.com/en/players/5313ed43/Seko-Fofana,https://fbref.com/req/202302030/images/headshots/5313ed43_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Seko_Fofana.jpg
222,Wesley Fofana,fr FRA,DF,Saint-Étienne,19,2000,4,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/132a82f1/Wesley-Fofana,https://fbref.com/req/202302030/images/headshots/132a82f1_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Wesley_Fofana.jpg
223,Youssouf Fofana,fr FRA,MF,Monaco,21,1999,35,35,"2,873",31.9,0,3,3,0,0,0,10,1,0.0,0.09,0.09,0.0,0.09,Matches,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,https://fbref.com/req/202302030/images/headshots/822d51d7_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Youssouf_Fofana.jpg
224,Thomas Foket,be BEL,DF,Reims,25,1994,37,37,"3,324",36.9,0,3,3,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,Matches,https://fbref.com/en/players/90eb507d/Thomas-Foket,https://fbref.com/req/202302030/images/headshots/90eb507d_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Thomas_Foket.jpg
225,Lamine Fomba,fr FRA,MF,Nîmes,22,1998,32,24,"2,175",24.2,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,Matches,https://fbref.com/en/players/2145368f/Lamine-Fomba,https://fbref.com/req/202302030/images/headshots/2145368f_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Lamine_Fomba.jpg
226,Thomas Fontaine,mg MAD,DF,Lorient,29,1991,4,4,320,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/9f90c06b/Thomas-Fontaine,https://fbref.com/req/202302030/images/headshots/9f90c06b_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Thomas_Fontaine.jpg
227,José Fonte,pt POR,DF,Lille,36,1983,36,36,"3,185",35.4,3,0,3,3,0,0,7,0,0.08,0.0,0.08,0.08,0.08,Matches,https://fbref.com/en/players/90f87966/Jose-Fonte,https://fbref.com/req/202302030/images/headshots/90f87966_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\José_Fonte.jpg
228,Steven Fortes,cv CPV,DF,Lens,28,1992,18,16,"1,435",15.9,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/574aa9ec/Steven-Fortes,https://fbref.com/req/202302030/images/headshots/574aa9ec_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Steven_Fortes.jpg
229,Yassin Fortune,ht HAI,"FW,MF",Angers,21,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/ddcc9e22/Yassin-Fortune,https://fbref.com/req/202302030/images/headshots/ddcc9e22_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Yassin_Fortune.jpg
230,Angelo Fulgini,nc NCL,MF,Angers,23,1996,33,33,"2,725",30.3,7,3,10,6,1,1,4,0,0.23,0.1,0.33,0.2,0.3,Matches,https://fbref.com/en/players/4b96c347/Angelo-Fulgini,https://fbref.com/req/202302030/images/headshots/4b96c347_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Angelo_Fulgini.jpg
231,Baptiste Gabard,fr FRA,MF,Saint-Étienne,20,2000,2,2,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/bc224243/Baptiste-Gabard,,
232,Idrissa Gana Gueye,sn SEN,MF,Paris Saint-Germain,30,1989,28,20,"1,581",17.6,2,1,3,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17,Matches,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,https://fbref.com/req/202302030/images/headshots/72c812f3_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Idrissa_Gana_Gueye.jpg
233,Ignatius Ganago,cm CMR,FW,Lens,21,1999,24,16,"1,304",14.5,7,0,7,7,0,0,0,0,0.48,0.0,0.48,0.48,0.48,Matches,https://fbref.com/en/players/23c63b7f/Ignatius-Ganago,https://fbref.com/req/202302030/images/headshots/23c63b7f_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Ignatius_Ganago.jpg
234,Yann Gboho,fr FRA,MF,Rennes,19,2001,10,2,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/6be41a31/Yann-Gboho,https://fbref.com/req/202302030/images/headshots/6be41a31_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Yann_Gboho.jpg
235,Valère Germain,fr FRA,"FW,MF",Marseille,30,1990,24,6,857,9.5,3,0,3,3,0,0,1,0,0.32,0.0,0.32,0.32,0.32,Matches,https://fbref.com/en/players/ea0ff634/Valere-Germain,https://fbref.com/req/202302030/images/headshots/ea0ff634_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Valère_Germain.jpg
236,Willem Geubbels,fr FRA,"MF,FW",Monaco,18,2001,14,2,294,3.3,1,0,1,1,0,0,3,1,0.31,0.0,0.31,0.31,0.31,Matches,https://fbref.com/en/players/9836e892/Willem-Geubbels,https://fbref.com/req/202302030/images/headshots/9836e892_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Willem_Geubbels.jpg
237,Andrei Girotto,br BRA,"DF,MF",Nantes,28,1992,34,29,"2,668",29.6,1,1,2,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,Matches,https://fbref.com/en/players/3befc2b6/Andrei-Girotto,https://fbref.com/req/202302030/images/headshots/3befc2b6_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Andrei_Girotto.jpg
238,Aleksandr Golovin,ru RUS,MF,Monaco,24,1996,21,12,"1,069",11.9,5,9,14,5,0,0,2,0,0.42,0.76,1.18,0.42,1.18,Matches,https://fbref.com/en/players/3708e9fa/Aleksandr-Golovin,https://fbref.com/req/202302030/images/headshots/3708e9fa_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Aleksandr_Golovin.jpg
239,Alfred Gomis,sn SEN,GK,Dijon,26,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/cecbce23/Alfred-Gomis,https://fbref.com/req/202302030/images/headshots/cecbce23_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Alfred_Gomis.jpg
240,Alfred Gomis,sn SEN,GK,Rennes,26,1993,22,22,"1,980",22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/cecbce23/Alfred-Gomis,https://fbref.com/req/202302030/images/headshots/cecbce23_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Alfred_Gomis.jpg
241,Vagner Gonçalves,cv CPV,"FW,MF",Metz,24,1996,26,10,967,10.7,4,1,5,2,2,2,3,0,0.37,0.09,0.47,0.19,0.28,Matches,https://fbref.com/en/players/743fd71f/Vagner-Goncalves,https://fbref.com/req/202302030/images/headshots/743fd71f_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Vagner_Gonçalves.jpg
242,Álvaro González,es ESP,DF,Marseille,30,1990,32,32,"2,831",31.5,2,3,5,2,0,0,14,0,0.06,0.1,0.16,0.06,0.16,Matches,https://fbref.com/en/players/42dcf26d/Alvaro-Gonzalez,https://fbref.com/req/202302030/images/headshots/42dcf26d_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Álvaro_González.jpg
243,Amine Gouiri,dz ALG,"FW,MF",Nice,20,2000,34,31,"2,747",30.5,12,7,19,8,4,4,5,0,0.39,0.23,0.62,0.26,0.49,Matches,https://fbref.com/en/players/aad56ca3/Amine-Gouiri,https://fbref.com/req/202302030/images/headshots/aad56ca3_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Amine_Gouiri.jpg
244,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,16,2003,30,13,"1,327",14.7,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/3cd7820a/Lucas-Gourna-Douath,https://fbref.com/req/202302030/images/headshots/3cd7820a_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Lucas_Gourna-Douath.jpg
245,Jonathan Gradit,fr FRA,DF,Lens,27,1992,33,33,"2,823",31.4,0,1,1,0,0,0,9,1,0.0,0.03,0.03,0.0,0.03,Matches,https://fbref.com/en/players/06c48679/Jonathan-Gradit,https://fbref.com/req/202302030/images/headshots/06c48679_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Jonathan_Gradit.jpg
246,Andrew Gravillon,gp GLP,DF,Lorient,22,1998,26,26,"2,272",25.2,1,2,3,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12,Matches,https://fbref.com/en/players/49136c42/Andrew-Gravillon,https://fbref.com/req/202302030/images/headshots/49136c42_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Andrew_Gravillon.jpg
247,Adrian Grbić,at AUT,FW,Lorient,23,1996,33,9,961,10.7,4,0,4,1,3,3,2,0,0.37,0.0,0.37,0.09,0.09,Matches,https://fbref.com/en/players/4a987ffa/Adrian-Grbic,https://fbref.com/req/202302030/images/headshots/4a987ffa_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Adrian_Grbić.jpg
248,Etienne Green,eng ENG,GK,Saint-Étienne,20,2000,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/667b65da/Etienne-Green,,
249,Clément Grenier,fr FRA,MF,Rennes,29,1991,23,12,"1,078",12.0,4,3,7,3,1,1,3,0,0.33,0.25,0.58,0.25,0.5,Matches,https://fbref.com/en/players/8b298f56/Clement-Grenier,https://fbref.com/req/202302030/images/headshots/8b298f56_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Clément_Grenier.jpg
250,Evann Guessand,ci CIV,"FW,MF",Nice,19,2001,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/b73f17f8/Evann-Guessand,https://fbref.com/req/202302030/images/headshots/b73f17f8_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Evann_Guessand.jpg
251,Kelyan Guessoum,dz ALG,DF,Nîmes,21,1999,15,11,"1,128",12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/fe296c72/Kelyan-Guessoum,https://fbref.com/req/202302030/images/headshots/fe296c72_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Kelyan_Guessoum.jpg
252,Lamine Gueye,sn SEN,"FW,MF",Metz,22,1998,26,19,"1,454",16.2,3,2,5,3,0,0,1,0,0.19,0.12,0.31,0.19,0.31,Matches,https://fbref.com/en/players/9d5dcc23/Lamine-Gueye,https://fbref.com/req/202302030/images/headshots/9d5dcc23_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Lamine_Gueye.jpg
253,Pape Gueye,sn SEN,MF,Marseille,21,1999,32,22,"2,058",22.9,2,0,2,2,0,0,11,1,0.09,0.0,0.09,0.09,0.09,Matches,https://fbref.com/en/players/7155e3e1/Pape-Gueye,https://fbref.com/req/202302030/images/headshots/7155e3e1_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Pape_Gueye.jpg
254,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,25,1994,13,13,"1,114",12.4,1,4,5,1,0,0,2,1,0.08,0.32,0.4,0.08,0.4,Matches,https://fbref.com/en/players/5d8d7454/Frederic-Guilbert,https://fbref.com/req/202302030/images/headshots/5d8d7454_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Frederic_Guilbert.jpg
255,Bruno Guimarães,br BRA,MF,Lyon,22,1997,33,21,"1,754",19.5,3,1,4,2,1,1,6,0,0.15,0.05,0.21,0.1,0.15,Matches,https://fbref.com/en/players/82518f62/Bruno-Guimaraes,https://fbref.com/req/202302030/images/headshots/82518f62_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Bruno_Guimarães.jpg
256,Serhou Guirassy,gn GUI,FW,Rennes,24,1996,27,19,"1,764",19.6,10,1,11,9,1,1,3,0,0.51,0.05,0.56,0.46,0.51,Matches,https://fbref.com/en/players/923f4dda/Serhou-Guirassy,https://fbref.com/req/202302030/images/headshots/923f4dda_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Serhou_Guirassy.jpg
257,Malo Gusto,fr FRA,DF,Lyon,17,2003,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/d56b9520/Malo-Gusto,https://fbref.com/req/202302030/images/headshots/d56b9520_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Malo_Gusto.jpg
258,Massadio Haïdara,ml MLI,"MF,DF",Lens,27,1992,25,24,"2,132",23.7,2,1,3,2,0,0,6,0,0.08,0.04,0.13,0.08,0.13,Matches,https://fbref.com/en/players/5167c97e/Massadio-Haidara,https://fbref.com/req/202302030/images/headshots/5167c97e_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Massadio_Haïdara.jpg
259,Pierre-Yves Hamel,fr FRA,FW,Lorient,26,1994,23,7,849,9.4,4,2,6,3,1,1,5,0,0.42,0.21,0.64,0.32,0.53,Matches,https://fbref.com/en/players/a99da9ec/Pierre-Yves-Hamel,https://fbref.com/req/202302030/images/headshots/a99da9ec_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Pierre-Yves_Hamel.jpg
260,Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,33,1987,29,19,"1,769",19.7,6,1,7,6,0,0,5,0,0.31,0.05,0.36,0.31,0.36,Matches,https://fbref.com/en/players/0b4d8274/Romain-Hamouma,https://fbref.com/req/202302030/images/headshots/0b4d8274_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Romain_Hamouma.jpg
261,Dalbert Henrique,br BRA,DF,Rennes,26,1993,13,3,373,4.1,0,1,1,0,0,0,3,0,0.0,0.24,0.24,0.0,0.24,Matches,https://fbref.com/en/players/f45f9427/Dalbert-Henrique,https://fbref.com/req/202302030/images/headshots/f45f9427_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Dalbert_Henrique.jpg
262,Luis Henrique,br BRA,MF,Marseille,18,2001,19,6,675,7.5,0,5,5,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,Matches,https://fbref.com/en/players/f36d5624/Luis-Henrique,https://fbref.com/req/202302030/images/headshots/f36d5624_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Luis_Henrique.jpg
263,Christophe Hérelle,mq MTQ,DF,Brest,27,1992,16,15,"1,377",15.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/3681cfff/Christophe-Herelle,https://fbref.com/req/202302030/images/headshots/3681cfff_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Christophe_Hérelle.jpg
264,Jérôme Hergault,fr FRA,"DF,MF",Lorient,34,1986,22,19,"1,625",18.1,2,0,2,2,0,0,0,0,0.11,0.0,0.11,0.11,0.11,Matches,https://fbref.com/en/players/a84f9a4b/Jerome-Hergault,https://fbref.com/req/202302030/images/headshots/a84f9a4b_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Jérôme_Hergault.jpg
265,Ander Herrera,es ESP,MF,Paris Saint-Germain,30,1989,31,18,"1,851",20.6,1,3,4,1,0,0,6,0,0.05,0.15,0.19,0.05,0.19,Matches,https://fbref.com/en/players/436a9dd0/Ander-Herrera,https://fbref.com/req/202302030/images/headshots/436a9dd0_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Ander_Herrera.jpg
266,Vitorino Hilton,br BRA,DF,Montpellier,42,1977,29,24,"2,117",23.5,0,1,1,0,0,0,4,2,0.0,0.04,0.04,0.0,0.04,Matches,https://fbref.com/en/players/c4bbea9f/Vitorino-Hilton,https://fbref.com/req/202302030/images/headshots/c4bbea9f_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Vitorino_Hilton.jpg
267,Franck Honorat,fr FRA,MF,Brest,23,1996,36,28,"2,458",27.3,8,4,12,8,0,0,3,0,0.29,0.15,0.44,0.29,0.44,Matches,https://fbref.com/en/players/db7849ca/Franck-Honorat,https://fbref.com/req/202302030/images/headshots/db7849ca_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Franck_Honorat.jpg
268,Fraser Hornby,sct SCO,"FW,MF",Reims,20,1999,3,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/29aee77c/Fraser-Hornby,https://fbref.com/req/202302030/images/headshots/29aee77c_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Fraser_Hornby.jpg
269,Adrien Hunou,fr FRA,FW,Rennes,26,1994,20,5,589,6.5,4,0,4,4,0,0,1,0,0.61,0.0,0.61,0.61,0.61,Matches,https://fbref.com/en/players/d14229f3/Adrien-Hunou,https://fbref.com/req/202302030/images/headshots/d14229f3_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Adrien_Hunou.jpg
270,Didier Ibrahim Ndong,ga GAB,MF,Dijon,26,1994,29,29,"2,610",29.0,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,Matches,https://fbref.com/en/players/885b7aa7/Didier-Ibrahim-Ndong,https://fbref.com/req/202302030/images/headshots/885b7aa7_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Didier_Ibrahim_Ndong.jpg
271,Mauro Icardi,ar ARG,FW,Paris Saint-Germain,27,1993,20,11,"1,079",12.0,7,3,10,6,1,1,1,0,0.58,0.25,0.83,0.5,0.75,Matches,https://fbref.com/en/players/43b78598/Mauro-Icardi,https://fbref.com/req/202302030/images/headshots/43b78598_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Mauro_Icardi.jpg
272,Jonathan Ikone,fr FRA,"MF,FW",Lille,22,1998,37,26,"2,177",24.2,4,5,9,3,1,1,0,0,0.17,0.21,0.37,0.12,0.33,Matches,https://fbref.com/en/players/42eaa028/Jonathan-Ikone,https://fbref.com/req/202302030/images/headshots/42eaa028_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Jonathan_Ikone.jpg
273,Yun Il-lok,kr KOR,"MF,FW",Montpellier,28,1992,12,3,312,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/23bf644d/Yun-Il-lok,https://fbref.com/req/202302030/images/headshots/23bf644d_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Yun_Il-lok.jpg
274,Corentin Jean,fr FRA,FW,Lens,25,1995,23,6,580,6.4,1,1,2,1,0,0,3,0,0.16,0.16,0.31,0.16,0.31,Matches,https://fbref.com/en/players/7d9b37bf/Corentin-Jean,https://fbref.com/req/202302030/images/headshots/7d9b37bf_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Corentin_Jean.jpg
275,Jesé,es ESP,"FW,MF",Paris Saint-Germain,27,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4a537185/Jese,https://fbref.com/req/202302030/images/headshots/4a537185_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Jesé.jpg
276,Stevan Jovetić,me MNE,FW,Monaco,30,1989,29,6,802,8.9,6,0,6,6,0,1,1,0,0.67,0.0,0.67,0.67,0.67,Matches,https://fbref.com/en/players/f36c432f/Stevan-Jovetic,https://fbref.com/req/202302030/images/headshots/f36c432f_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Stevan_Jovetić.jpg
277,Abdoul Kader Bamba,fr FRA,MF,Nantes,26,1994,29,6,917,10.2,3,1,4,3,0,1,2,0,0.29,0.1,0.39,0.29,0.39,Matches,https://fbref.com/en/players/32f3d97e/Abdoul-Kader-Bamba,https://fbref.com/req/202302030/images/headshots/32f3d97e_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Abdoul_Kader_Bamba.jpg
278,Tino Kadewere,zw ZIM,FW,Lyon,24,1996,33,24,"2,009",22.3,10,3,13,10,0,0,4,0,0.45,0.13,0.58,0.45,0.58,Matches,https://fbref.com/en/players/7d08063d/Tino-Kadewere,https://fbref.com/req/202302030/images/headshots/7d08063d_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Tino_Kadewere.jpg
279,Gaël Kakuta,cd COD,"MF,FW",Lens,29,1991,35,30,"2,394",26.6,11,5,16,4,7,9,3,0,0.41,0.19,0.6,0.15,0.34,Matches,https://fbref.com/en/players/5b1bf5e3/Gael-Kakuta,https://fbref.com/req/202302030/images/headshots/5b1bf5e3_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Gaël_Kakuta.jpg
280,Arnaud Kalimuendo,fr FRA,FW,Lens,18,2002,28,13,"1,218",13.5,7,3,10,7,0,0,0,0,0.52,0.22,0.74,0.52,0.74,Matches,https://fbref.com/en/players/bf4c41f9/Arnaud-Kalimuendo,https://fbref.com/req/202302030/images/headshots/bf4c41f9_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Arnaud_Kalimuendo.jpg
281,Arnaud Kalimuendo,fr FRA,FW,Paris Saint-Germain,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/bf4c41f9/Arnaud-Kalimuendo,https://fbref.com/req/202302030/images/headshots/bf4c41f9_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Arnaud_Kalimuendo.jpg
282,Samuel Kalu,ng NGA,"MF,FW",Bordeaux,22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,0.37,0.09,0.47,0.37,0.47,Matches,https://fbref.com/en/players/b8d22478/Samuel-Kalu,https://fbref.com/req/202302030/images/headshots/b8d22478_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Samuel_Kalu.jpg
283,Aboubakar Kamara,mr MTN,"FW,MF",Dijon,25,1995,10,7,557,6.2,1,0,1,1,0,0,1,1,0.16,0.0,0.16,0.16,0.16,Matches,https://fbref.com/en/players/4047c976/Aboubakar-Kamara,https://fbref.com/req/202302030/images/headshots/4047c976_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Aboubakar_Kamara.jpg
284,Bingourou Kamara,sn SEN,GK,Strasbourg,23,1996,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/3814120d/Bingourou-Kamara,https://fbref.com/req/202302030/images/headshots/3814120d_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Bingourou_Kamara.jpg
285,Boubacar Kamara,fr FRA,MF,Marseille,20,1999,35,35,"2,894",32.2,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,Matches,https://fbref.com/en/players/cc77354e/Boubacar-Kamara,https://fbref.com/req/202302030/images/headshots/cc77354e_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Boubacar_Kamara.jpg
286,Hassane Kamara,ci CIV,"DF,MF",Nice,26,1994,36,34,"2,960",32.9,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09,Matches,https://fbref.com/en/players/19a12bed/Hassane-Kamara,https://fbref.com/req/202302030/images/headshots/19a12bed_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Hassane_Kamara.jpg
287,Wilfried Kanga,ci CIV,FW,Angers,22,1998,2,2,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/b4c816a9/Wilfried-Kanga,https://fbref.com/req/202302030/images/headshots/b4c816a9_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Wilfried_Kanga.jpg
288,Eiji Kawashima,jp JPN,GK,Strasbourg,37,1983,24,24,"2,160",24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/a4527d33/Eiji-Kawashima,https://fbref.com/req/202302030/images/headshots/a4527d33_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Eiji_Kawashima.jpg
289,Moise Kean,it ITA,FW,Paris Saint-Germain,20,2000,26,22,"1,698",18.9,13,0,13,13,0,0,4,0,0.69,0.0,0.69,0.69,0.69,Matches,https://fbref.com/en/players/3d50bcdb/Moise-Kean,https://fbref.com/req/202302030/images/headshots/3d50bcdb_2022.jpg,file:///C:/Users/DZ Laptops/Desktop/ACP/player_photos\Moise_Kean.jpg
